Date,Time,COGT,NO2GT,RH
26 Oct 04,18000,1,46,79.4
26 Oct 04,21600,1,54,77
26 Oct 04,25200,3,82,75.9
26 Oct 04,28800,4,93,75.9
26 Oct 04,32400,4,95,70.6
26 Oct 04,36000,3,120,67.6
26 Oct 04,39600,4,132,62
26 Oct 04,43200,4,146,54.5
26 Oct 04,46800,4,157,47.1
26 Oct 04,50400,4,158,48.3
26 Oct 04,54000,5,175,50
26 Oct 04,57600,6,166,55
26 Oct 04,61200,8,187,58.7
26 Oct 04,64800,10,180,61.5
26 Oct 04,68400,6,134,61
26 Oct 04,72000,5,127,58.3
26 Oct 04,75600,2,95,57.4
26 Oct 04,79200,1,79,63.7
26 Oct 04,82800,2,78,78.8
27 Oct 04,0,2,80,80.5
27 Oct 04,3600,1,67,81.3
27 Oct 04,7200,1,61,81
27 Oct 04,10800,1,-200,81.8
27 Oct 04,18000,1,56,81.3
27 Oct 04,21600,2,68,78.8
27 Oct 04,25200,3,101,75.7
27 Oct 04,28800,5,119,74.8
27 Oct 04,32400,3,108,74
27 Oct 04,36000,3,132,65.4
27 Oct 04,39600,3,130,57.9
27 Oct 04,43200,3,129,58.6
27 Oct 04,46800,4,117,67.1
27 Oct 04,50400,4,119,76.2
27 Oct 04,54000,3,113,69.7
27 Oct 04,57600,2,102,65.3
27 Oct 04,61200,2,101,63.3
27 Oct 04,64800,4,116,66.4
27 Oct 04,68400,3,101,67.5
27 Oct 04,72000,3,94,71.4
27 Oct 04,75600,1,75,71.2
27 Oct 04,79200,1,69,69.9
27 Oct 04,82800,1,60,75.9
28 Oct 04,0,1,58,72
28 Oct 04,3600,1,51,76.3
28 Oct 04,7200,1,45,78.7
28 Oct 04,10800,1,-200,79.7
28 Oct 04,18000,1,48,78
28 Oct 04,21600,2,61,77.2
28 Oct 04,25200,3,88,76.4
28 Oct 04,28800,4,102,76.4
28 Oct 04,32400,4,97,73.8
28 Oct 04,36000,3,116,66.3
28 Oct 04,39600,2,112,58.1
28 Oct 04,43200,2,101,57.3
28 Oct 04,46800,3,99,53.6
28 Oct 04,50400,3,113,55.6
28 Oct 04,54000,4,122,63
28 Oct 04,57600,5,139,61.9
28 Oct 04,61200,6,149,64
28 Oct 04,64800,6,136,66.7
28 Oct 04,68400,3,103,64.5
28 Oct 04,72000,2,112,64
28 Oct 04,75600,2,88,60.8
28 Oct 04,79200,1,63,60.4
28 Oct 04,82800,1,69,62.6
29 Oct 04,0,1,65,64.9
29 Oct 04,3600,1,50,74.7
29 Oct 04,7200,1,43,73.8
29 Oct 04,10800,1,-200,73.5
29 Oct 04,18000,1,69,76.4
29 Oct 04,21600,1,91,71.6
29 Oct 04,25200,3,111,66.9
29 Oct 04,28800,4,124,64.7
29 Oct 04,32400,3,119,61.8
29 Oct 04,36000,1,77,57.7
29 Oct 04,39600,3,101,81
29 Oct 04,43200,4,116,86.5
29 Oct 04,46800,5,137,82.2
29 Oct 04,50400,6,163,82.2
29 Oct 04,54000,4,144,79.1
29 Oct 04,57600,3,118,75.4
29 Oct 04,61200,3,135,72.3
29 Oct 04,64800,4,129,73.3
29 Oct 04,68400,3,128,74.9
29 Oct 04,72000,2,103,70.4
29 Oct 04,75600,2,116,76.3
29 Oct 04,79200,2,95,77.9
29 Oct 04,82800,2,107,79.3
30 Oct 04,0,2,108,79.9
30 Oct 04,3600,2,94,80.6
30 Oct 04,7200,2,84,81.4
30 Oct 04,10800,1,-200,81.5
30 Oct 04,18000,1,76,79.7
30 Oct 04,21600,1,82,79
30 Oct 04,25200,2,94,79.8
30 Oct 04,28800,3,102,79.9
30 Oct 04,32400,3,106,79.3
30 Oct 04,36000,3,108,76.6
30 Oct 04,39600,4,152,64.4
30 Oct 04,43200,4,160,60.8
30 Oct 04,46800,3,133,61.1
30 Oct 04,50400,3,147,57.3
30 Oct 04,54000,3,135,58.2
30 Oct 04,57600,4,135,61.6
30 Oct 04,61200,4,129,64.2
30 Oct 04,64800,4,117,68
30 Oct 04,68400,5,116,67.4
30 Oct 04,72000,4,109,65.8
30 Oct 04,75600,3,96,64.8
30 Oct 04,79200,2,90,66.7
30 Oct 04,82800,2,82,70
31 Oct 04,0,2,86,70.4
31 Oct 04,3600,2,72,68.6
31 Oct 04,7200,1,61,68.2
31 Oct 04,10800,1,-200,68.4
31 Oct 04,18000,0,37,71.2
31 Oct 04,21600,0,31,79
31 Oct 04,25200,0,30,71.2
31 Oct 04,28800,1,41,70.7
31 Oct 04,32400,1,64,74.1
31 Oct 04,36000,2,74,64.4
31 Oct 04,39600,2,77,64.6
31 Oct 04,43200,2,83,57.4
31 Oct 04,46800,2,71,67
31 Oct 04,50400,2,62,65.7
31 Oct 04,54000,2,62,63.9
31 Oct 04,57600,2,79,62.3
31 Oct 04,61200,2,93,63.2
31 Oct 04,64800,7,106,66.6
31 Oct 04,68400,5,100,70.3
31 Oct 04,72000,4,89,70.9
31 Oct 04,75600,4,83,73.2
31 Oct 04,79200,3,76,73.7
31 Oct 04,82800,3,68,72.6
01 Nov 04,0,3,69,71.3
01 Nov 04,3600,4,77,71.1
01 Nov 04,7200,4,68,73.2
01 Nov 04,10800,3,-200,75.8
01 Nov 04,18000,3,49,78.1
01 Nov 04,21600,2,45,74.7
01 Nov 04,25200,1,51,75.1
01 Nov 04,28800,2,51,75.6
01 Nov 04,32400,2,62,71.1
01 Nov 04,36000,2,74,61.3
01 Nov 04,39600,3,88,56
01 Nov 04,43200,3,90,56.1
01 Nov 04,46800,2,91,68.2
01 Nov 04,50400,2,64,70.8
01 Nov 04,54000,2,72,66.3
01 Nov 04,57600,3,88,65
01 Nov 04,61200,4,110,65.6
01 Nov 04,64800,4,95,72.7
01 Nov 04,68400,4,91,67.3
01 Nov 04,72000,3,94,66.3
01 Nov 04,75600,3,86,71.6
01 Nov 04,79200,3,79,75.3
01 Nov 04,82800,3,71,75.8
02 Nov 04,0,2,62,76.3
02 Nov 04,3600,2,56,76.4
02 Nov 04,7200,1,49,74.8
02 Nov 04,10800,1,-200,74.5
02 Nov 04,18000,1,35,73.2
02 Nov 04,21600,0,37,69.3
02 Nov 04,25200,2,56,76.3
02 Nov 04,28800,3,85,72.8
02 Nov 04,32400,4,112,57.9
02 Nov 04,36000,4,107,60.2
02 Nov 04,39600,6,151,56.6
02 Nov 04,43200,5,151,50
02 Nov 04,46800,5,150,45.6
02 Nov 04,50400,8,190,49.7
02 Nov 04,54000,6,168,50.6
02 Nov 04,57600,6,127,50.7
02 Nov 04,61200,7,140,56
02 Nov 04,64800,8,158,62.1
02 Nov 04,68400,8,121,65.3
02 Nov 04,72000,9,119,67.5
02 Nov 04,75600,6,96,68.6
02 Nov 04,79200,4,77,70.8
02 Nov 04,82800,3,66,68.8
03 Nov 04,0,1,56,61.1
03 Nov 04,3600,3,62,71.5
03 Nov 04,7200,2,58,73.2
03 Nov 04,10800,1,-200,71.7
03 Nov 04,18000,0,35,71.9
03 Nov 04,21600,1,50,70.5
03 Nov 04,25200,1,64,70.1
03 Nov 04,28800,2,75,62.5
03 Nov 04,32400,4,101,58.4
03 Nov 04,36000,4,94,49.1
03 Nov 04,39600,3,95,42.8
03 Nov 04,43200,3,124,43.5
03 Nov 04,46800,3,86,43.6
03 Nov 04,50400,2,79,42.5
03 Nov 04,54000,2,87,43.7
03 Nov 04,57600,3,94,46.2
03 Nov 04,61200,3,107,47.6
03 Nov 04,64800,4,107,51.4
03 Nov 04,68400,5,117,53.1
03 Nov 04,72000,3,97,55.2
03 Nov 04,75600,2,90,57.7
03 Nov 04,79200,3,86,63
03 Nov 04,82800,3,77,67.6
04 Nov 04,0,2,66,69
04 Nov 04,3600,1,57,65.5
04 Nov 04,7200,1,55,70.8
04 Nov 04,10800,1,-200,72.9
04 Nov 04,14400,1,40,68.1
04 Nov 04,18000,0,40,73.5
04 Nov 04,21600,1,46,73.5
04 Nov 04,25200,1,53,68
04 Nov 04,28800,4,84,72.2
04 Nov 04,32400,4,88,65.4
04 Nov 04,64800,9,171,61.1
04 Nov 04,68400,6,124,63.7
04 Nov 04,72000,4,97,66.1
04 Nov 04,75600,4,92,69
04 Nov 04,79200,4,96,72
04 Nov 04,82800,2,74,70.6
05 Nov 04,0,2,65,69.5
05 Nov 04,3600,2,62,68.5
05 Nov 04,7200,2,59,73.3
05 Nov 04,10800,1,-200,66.8
05 Nov 04,14400,0,41,71
05 Nov 04,18000,0,38,67.9
05 Nov 04,21600,0,43,69.3
05 Nov 04,25200,1,52,69.6
05 Nov 04,28800,2,75,70.1
05 Nov 04,32400,6,118,69.2
05 Nov 04,36000,4,126,58.3
05 Nov 04,39600,5,151,55.5
05 Nov 04,43200,3,107,56.3
05 Nov 04,46800,4,114,53.1
05 Nov 04,50400,4,125,49
05 Nov 04,54000,4,138,44
05 Nov 04,57600,5,144,43.6
05 Nov 04,61200,8,180,54.2
05 Nov 04,64800,8,154,60.9
05 Nov 04,68400,4,105,61.4
05 Nov 04,72000,3,98,63.2
05 Nov 04,75600,3,93,64.4
05 Nov 04,79200,2,76,67.5
05 Nov 04,82800,1,69,66.9
06 Nov 04,0,1,66,66.5
06 Nov 04,3600,2,76,71.2
06 Nov 04,7200,2,73,73.3
06 Nov 04,10800,2,-200,72.8
06 Nov 04,14400,1,54,70.8
06 Nov 04,18000,0,44,64.5
06 Nov 04,21600,1,45,72.2
06 Nov 04,25200,1,58,76.6
06 Nov 04,28800,3,87,74.2
06 Nov 04,32400,3,97,69.8
06 Nov 04,36000,2,80,61.3
06 Nov 04,39600,2,82,56.7
06 Nov 04,43200,3,112,57
06 Nov 04,46800,4,121,59.3
06 Nov 04,50400,4,132,54.8
06 Nov 04,54000,3,141,54.2
06 Nov 04,57600,4,130,57.1
06 Nov 04,61200,4,113,58.7
06 Nov 04,64800,4,101,59.6
06 Nov 04,68400,3,91,58.4
06 Nov 04,72000,2,90,58.9
06 Nov 04,75600,3,90,57.4
06 Nov 04,79200,2,83,59.2
06 Nov 04,82800,2,73,59.1
07 Nov 04,0,2,80,60.4
07 Nov 04,3600,2,87,60.7
07 Nov 04,7200,1,79,59.4
07 Nov 04,10800,1,-200,59.2
07 Nov 04,18000,1,42,49.8
07 Nov 04,21600,0,31,51.5
07 Nov 04,25200,0,35,52
07 Nov 04,28800,0,51,46.8
07 Nov 04,32400,1,58,42.4
07 Nov 04,36000,1,57,38.2
07 Nov 04,39600,1,63,34.7
07 Nov 04,43200,1,61,35.1
07 Nov 04,46800,1,34,33.8
07 Nov 04,50400,1,26,33.7
07 Nov 04,54000,1,28,33.9
07 Nov 04,57600,1,50,32.1
07 Nov 04,61200,1,55,34.1
07 Nov 04,64800,3,84,37.5
07 Nov 04,68400,3,140,39.2
07 Nov 04,72000,3,138,43
07 Nov 04,75600,2,127,48.4
07 Nov 04,79200,2,117,51.2
07 Nov 04,82800,1,57,71.4
08 Nov 04,0,1,59,71.6
08 Nov 04,3600,1,62,61.3
08 Nov 04,7200,1,42,55.6
08 Nov 04,10800,0,-200,50.4
08 Nov 04,14400,0,13,49.5
08 Nov 04,18000,0,18,50.9
08 Nov 04,21600,0,26,50.1
08 Nov 04,25200,1,72,49.7
08 Nov 04,28800,2,131,50.4
08 Nov 04,32400,2,133,50
08 Nov 04,36000,2,116,46.5
08 Nov 04,39600,1,117,44.1
08 Nov 04,43200,1,103,40.1
08 Nov 04,46800,1,100,36.3
08 Nov 04,50400,2,105,38.5
08 Nov 04,54000,2,121,46.4
08 Nov 04,57600,2,132,40.4
08 Nov 04,61200,3,156,39.3
08 Nov 04,64800,6,183,50.9
08 Nov 04,68400,7,-200,53.4
09 Nov 04,54000,2,-200,42.4
09 Nov 04,57600,2,-200,40.7
09 Nov 04,61200,2,-200,58.8
09 Nov 04,64800,4,-200,76.5
09 Nov 04,68400,5,-200,75.5
09 Nov 04,72000,5,-200,76.6
09 Nov 04,75600,3,-200,81
09 Nov 04,79200,2,-200,85.7
09 Nov 04,82800,1,-200,85.6
10 Nov 04,0,1,-200,83.5
10 Nov 04,3600,1,-200,82.3
10 Nov 04,7200,1,-200,78.1
10 Nov 04,10800,0,-200,68
10 Nov 04,14400,0,29,64.5
10 Nov 04,18000,0,26,68.6
10 Nov 04,21600,0,39,84.8
10 Nov 04,25200,0,72,79.8
10 Nov 04,28800,1,128,77.9
10 Nov 04,32400,2,149,73.5
10 Nov 04,36000,2,165,86
10 Nov 04,39600,1,150,87.1
10 Nov 04,43200,1,165,81.6
10 Nov 04,46800,2,175,70
10 Nov 04,50400,3,145,62.2
10 Nov 04,54000,2,98,59.1
10 Nov 04,57600,2,105,58.6
10 Nov 04,61200,3,106,57.6
10 Nov 04,64800,2,141,56.9
10 Nov 04,68400,4,177,59.3
10 Nov 04,72000,5,182,71.5
10 Nov 04,75600,4,193,71.1
10 Nov 04,79200,2,148,70.2
10 Nov 04,82800,3,167,71.3
11 Nov 04,0,3,158,73.1
11 Nov 04,3600,2,132,73.5
11 Nov 04,7200,1,97,73.9
11 Nov 04,10800,1,-200,78.1
11 Nov 04,14400,1,74,81.2
11 Nov 04,18000,1,68,81.5
11 Nov 04,21600,1,89,77.2
11 Nov 04,25200,2,117,75.6
11 Nov 04,28800,3,190,81.7
11 Nov 04,32400,7,211,83.4
11 Nov 04,36000,5,190,82.2
11 Nov 04,39600,4,194,80.7
11 Nov 04,43200,3,210,76.1
11 Nov 04,46800,3,199,71.3
11 Nov 04,50400,4,178,68.4
11 Nov 04,54000,3,184,73.2
11 Nov 04,57600,3,186,75.7
11 Nov 04,61200,3,168,78.1
11 Nov 04,64800,4,187,76
11 Nov 04,68400,4,166,73.2
11 Nov 04,72000,5,177,68.8
11 Nov 04,75600,5,207,69.6
11 Nov 04,79200,1,114,73.4
11 Nov 04,82800,1,84,71
12 Nov 04,0,1,92,69.9
12 Nov 04,3600,2,111,70.5
12 Nov 04,7200,1,71,67.7
12 Nov 04,10800,0,-200,67.6
12 Nov 04,18000,1,50,64.4
12 Nov 04,21600,0,53,63.8
12 Nov 04,25200,1,67,64.5
12 Nov 04,28800,1,113,66.1
12 Nov 04,32400,2,140,66.4
12 Nov 04,36000,2,116,62.5
12 Nov 04,39600,2,122,58.4
12 Nov 04,43200,2,116,56.5
12 Nov 04,46800,2,118,55.8
12 Nov 04,50400,2,125,57.3
12 Nov 04,54000,2,126,55.5
12 Nov 04,57600,2,135,58.9
12 Nov 04,61200,3,140,57.5
12 Nov 04,64800,4,163,60.2
12 Nov 04,68400,5,178,58
12 Nov 04,72000,4,160,58.8
12 Nov 04,75600,4,166,61.1
12 Nov 04,79200,2,115,60.8
12 Nov 04,82800,2,107,59.6
13 Nov 04,0,2,108,60
13 Nov 04,3600,2,111,60.1
13 Nov 04,7200,1,75,59.5
13 Nov 04,10800,1,-200,60.1
13 Nov 04,14400,1,88,61.7
13 Nov 04,18000,1,71,59.9
13 Nov 04,21600,1,75,61.8
13 Nov 04,25200,1,86,55.4
13 Nov 04,28800,2,124,64.1
13 Nov 04,32400,2,128,62
13 Nov 04,36000,3,164,54.6
13 Nov 04,39600,4,199,44.5
13 Nov 04,43200,4,192,46.7
13 Nov 04,46800,4,166,42.7
13 Nov 04,50400,3,133,43.1
13 Nov 04,54000,2,118,43.4
13 Nov 04,57600,2,133,45.5
13 Nov 04,61200,2,128,49.6
13 Nov 04,64800,2,116,51.6
13 Nov 04,68400,2,118,51.5
13 Nov 04,72000,2,142,51.5
13 Nov 04,75600,2,113,54.9
13 Nov 04,79200,1,59,55.2
13 Nov 04,82800,1,52,53
14 Nov 04,0,1,57,55.5
14 Nov 04,3600,1,58,54.6
14 Nov 04,7200,1,44,53.7
14 Nov 04,10800,0,-200,54.3
14 Nov 04,14400,0,26,51.3
14 Nov 04,18000,0,20,52.2
14 Nov 04,21600,0,17,45.7
14 Nov 04,25200,0,21,41.9
14 Nov 04,28800,0,29,36.1
14 Nov 04,32400,0,39,36
14 Nov 04,36000,0,41,35.4
14 Nov 04,39600,0,44,32.9
14 Nov 04,43200,1,54,32
14 Nov 04,46800,1,62,31.3
14 Nov 04,50400,1,62,31.8
14 Nov 04,54000,0,48,37.9
14 Nov 04,57600,1,59,44.2
14 Nov 04,61200,1,63,57.9
14 Nov 04,64800,1,78,63.5
14 Nov 04,68400,1,99,55.7
14 Nov 04,72000,1,106,49.6
14 Nov 04,75600,1,97,41.4
14 Nov 04,79200,1,67,36.2
14 Nov 04,82800,1,73,32.3
15 Nov 04,0,1,62,33.5
15 Nov 04,3600,0,44,34.9
15 Nov 04,7200,0,31,36.1
15 Nov 04,10800,0,-200,37.3
15 Nov 04,18000,0,22,38.6
15 Nov 04,21600,0,41,37.4
15 Nov 04,25200,1,94,37
15 Nov 04,28800,2,167,37.9
15 Nov 04,32400,2,162,38.1
15 Nov 04,36000,2,141,36.6
15 Nov 04,39600,2,127,36.2
15 Nov 04,43200,2,116,37.1
15 Nov 04,46800,2,104,34.9
15 Nov 04,50400,2,111,32.2
15 Nov 04,54000,2,114,32.1
15 Nov 04,57600,2,121,31.8
15 Nov 04,61200,3,164,27.9
15 Nov 04,64800,4,194,28.9
15 Nov 04,68400,4,175,30.2
15 Nov 04,72000,4,180,32
15 Nov 04,75600,2,147,34.3
15 Nov 04,79200,1,112,37.2
15 Nov 04,82800,1,94,40.3
16 Nov 04,0,1,91,41.8
16 Nov 04,3600,1,76,42
16 Nov 04,7200,1,73,42.6
16 Nov 04,10800,1,-200,41.3
16 Nov 04,14400,0,32,40.8
16 Nov 04,18000,0,40,41.8
16 Nov 04,21600,0,63,43.6
16 Nov 04,25200,1,119,44
16 Nov 04,28800,4,202,45.6
16 Nov 04,32400,5,222,43.9
16 Nov 04,36000,4,212,33.8
16 Nov 04,39600,4,219,26.4
16 Nov 04,43200,3,189,22.4
16 Nov 04,46800,2,147,20.4
16 Nov 04,50400,3,161,21
16 Nov 04,54000,2,148,22.3
16 Nov 04,57600,2,148,23.7
16 Nov 04,61200,4,188,25.9
16 Nov 04,64800,4,206,29.6
16 Nov 04,68400,3,168,34
16 Nov 04,72000,3,171,40.4
16 Nov 04,75600,3,171,44.3
16 Nov 04,79200,2,142,47.5
16 Nov 04,82800,2,134,49.4
17 Nov 04,0,2,107,51
17 Nov 04,3600,2,121,57.9
17 Nov 04,7200,1,85,54.5
17 Nov 04,10800,1,-200,55.4
17 Nov 04,14400,1,68,61
17 Nov 04,18000,1,69,58.6
17 Nov 04,21600,1,81,62.7
17 Nov 04,25200,1,92,62
17 Nov 04,28800,3,200,61.7
17 Nov 04,32400,4,201,58.8
17 Nov 04,36000,3,213,45.4
17 Nov 04,43200,3,187,42.3
17 Nov 04,46800,4,205,38.9
17 Nov 04,50400,4,212,32.9
17 Nov 04,54000,4,198,32.7
17 Nov 04,57600,4,171,33.9
17 Nov 04,61200,8,272,41.5
17 Nov 04,64800,10,192,52.8
17 Nov 04,68400,7,288,55.1
17 Nov 04,72000,4,254,56.8
17 Nov 04,75600,5,267,62.1
17 Nov 04,79200,3,198,61.1
17 Nov 04,82800,2,145,62.5
18 Nov 04,0,3,167,65.5
18 Nov 04,3600,2,127,63.8
18 Nov 04,7200,2,119,65
18 Nov 04,10800,1,-200,69.3
18 Nov 04,14400,1,84,74
18 Nov 04,18000,1,89,76.6
18 Nov 04,21600,1,122,76.7
18 Nov 04,25200,2,162,74.5
18 Nov 04,28800,4,225,72.5
18 Nov 04,32400,6,249,67.4
18 Nov 04,36000,6,282,58.3
18 Nov 04,39600,5,278,52.8
18 Nov 04,43200,4,251,50.1
18 Nov 04,46800,4,208,50
18 Nov 04,50400,3,187,49.2
18 Nov 04,54000,3,182,49.6
18 Nov 04,57600,4,212,51
18 Nov 04,61200,4,174,53.1
18 Nov 04,64800,5,220,53.6
18 Nov 04,68400,5,214,55.2
18 Nov 04,72000,5,212,56.5
18 Nov 04,75600,4,191,58.1
18 Nov 04,79200,3,160,59
18 Nov 04,82800,2,130,59.4
19 Nov 04,0,2,133,60.9
19 Nov 04,3600,2,110,59.5
19 Nov 04,7200,1,65,63.8
19 Nov 04,10800,1,-200,65.3
19 Nov 04,14400,1,41,64.4
19 Nov 04,18000,1,36,59.8
19 Nov 04,21600,1,45,55.9
19 Nov 04,25200,2,98,63
19 Nov 04,28800,5,194,63.1
19 Nov 04,32400,6,191,62.2
19 Nov 04,36000,6,193,59.2
19 Nov 04,39600,4,231,55.9
19 Nov 04,43200,3,202,52.2
19 Nov 04,46800,4,188,55.4
19 Nov 04,50400,5,184,53.5
19 Nov 04,54000,5,222,52.3
19 Nov 04,57600,6,221,52.8
19 Nov 04,61200,8,193,56.6
19 Nov 04,64800,7,187,58.2
19 Nov 04,68400,8,188,62.6
19 Nov 04,72000,9,185,57.5
19 Nov 04,75600,4,146,27.7
19 Nov 04,79200,3,120,14.3
19 Nov 04,82800,3,110,14.8
20 Nov 04,0,3,121,14
20 Nov 04,3600,3,126,14.5
20 Nov 04,7200,3,117,17
20 Nov 04,10800,2,-200,19.2
20 Nov 04,18000,1,70,23.1
20 Nov 04,21600,1,96,24.7
20 Nov 04,25200,1,136,39.4
20 Nov 04,28800,2,177,44.8
20 Nov 04,32400,3,214,43.2
20 Nov 04,36000,3,243,27.9
20 Nov 04,39600,2,192,17.9
20 Nov 04,43200,2,149,14.3
20 Nov 04,46800,2,141,15.5
20 Nov 04,50400,2,137,16.6
20 Nov 04,54000,2,138,15.6
20 Nov 04,57600,2,149,14.3
20 Nov 04,61200,3,196,19.5
20 Nov 04,64800,5,239,31.8
20 Nov 04,68400,2,164,33.4
20 Nov 04,72000,1,149,35.9
20 Nov 04,75600,1,159,39.8
20 Nov 04,79200,1,149,44.1
20 Nov 04,82800,1,133,45.2
21 Nov 04,0,2,216,50.8
21 Nov 04,3600,2,196,53
21 Nov 04,7200,0,120,48.7
21 Nov 04,10800,0,-200,53.6
21 Nov 04,14400,0,101,56.3
21 Nov 04,18000,0,75,52.2
21 Nov 04,21600,0,73,55.9
21 Nov 04,28800,0,116,65.3
21 Nov 04,32400,0,132,57
21 Nov 04,36000,0,125,42.8
21 Nov 04,39600,1,148,34.2
21 Nov 04,43200,2,186,33.8
21 Nov 04,46800,2,193,30
21 Nov 04,50400,1,174,24.3
21 Nov 04,54000,0,106,18.7
21 Nov 04,57600,1,127,21.7
21 Nov 04,61200,2,172,25.4
21 Nov 04,64800,2,179,32.7
21 Nov 04,68400,2,150,34.4
21 Nov 04,72000,1,147,36
21 Nov 04,75600,1,163,43.2
21 Nov 04,79200,1,145,47.8
21 Nov 04,82800,1,186,50.5
22 Nov 04,0,0,116,48
22 Nov 04,3600,1,145,55.9
22 Nov 04,7200,0,122,58
22 Nov 04,10800,0,-200,56.3
22 Nov 04,21600,0,108,57.9
22 Nov 04,25200,0,149,54.8
22 Nov 04,28800,2,232,55.8
22 Nov 04,32400,3,215,55.1
22 Nov 04,36000,3,218,51.8
22 Nov 04,39600,3,239,49.8
22 Nov 04,43200,2,224,50.6
22 Nov 04,46800,3,235,49
22 Nov 04,50400,4,237,49.2
22 Nov 04,54000,3,239,49.3
22 Nov 04,57600,4,235,49.6
22 Nov 04,61200,4,199,52.6
22 Nov 04,64800,6,240,53.4
22 Nov 04,68400,7,245,53.8
22 Nov 04,72000,6,239,54.2
22 Nov 04,75600,3,191,54.2
22 Nov 04,79200,2,164,57.8
22 Nov 04,82800,2,130,71.1
23 Nov 04,0,1,121,72.5
23 Nov 04,3600,1,118,75.3
23 Nov 04,7200,1,113,76.2
23 Nov 04,10800,0,-200,81.2
23 Nov 04,18000,1,92,81.4
23 Nov 04,21600,1,98,81.1
23 Nov 04,25200,2,111,79.3
23 Nov 04,28800,4,139,77.9
23 Nov 04,32400,6,160,77.6
23 Nov 04,36000,7,183,76.2
23 Nov 04,39600,5,185,72.2
23 Nov 04,43200,5,198,66.9
23 Nov 04,46800,5,201,67
23 Nov 04,50400,7,233,67.6
23 Nov 04,54000,5,202,66.8
23 Nov 04,57600,5,186,67.8
23 Nov 04,61200,7,215,71
23 Nov 04,64800,10,227,72.6
23 Nov 04,68400,12,220,74.7
23 Nov 04,72000,12,190,76.2
23 Nov 04,75600,8,178,79.2
23 Nov 04,79200,5,147,82.5
23 Nov 04,82800,4,138,82.6
24 Nov 04,0,4,135,83.5
24 Nov 04,3600,3,123,83.6
24 Nov 04,7200,2,106,80.8
24 Nov 04,10800,2,-200,80.2
24 Nov 04,14400,1,81,78.8
24 Nov 04,18000,1,66,77.8
24 Nov 04,21600,1,64,79.2
24 Nov 04,25200,2,86,80.3
24 Nov 04,28800,4,114,80.5
24 Nov 04,32400,4,115,80.2
24 Nov 04,36000,4,110,77.2
24 Nov 04,39600,3,116,68.8
24 Nov 04,43200,2,162,58.3
24 Nov 04,46800,2,104,56.2
24 Nov 04,50400,3,129,59.6
24 Nov 04,54000,3,146,63.7
24 Nov 04,57600,3,160,66.8
24 Nov 04,61200,4,169,72.5
24 Nov 04,64800,6,167,77.2
24 Nov 04,68400,7,166,80.4
24 Nov 04,72000,8,181,79.3
24 Nov 04,75600,5,144,76.1
24 Nov 04,79200,4,141,82.2
24 Nov 04,82800,4,123,84.3
25 Nov 04,0,4,121,84.1
25 Nov 04,3600,4,114,83.2
25 Nov 04,7200,3,93,83
25 Nov 04,10800,2,-200,84
25 Nov 04,14400,2,89,85.4
25 Nov 04,18000,2,94,85.7
25 Nov 04,21600,2,93,84.4
25 Nov 04,25200,2,100,83.1
25 Nov 04,28800,4,127,81.3
25 Nov 04,32400,5,137,72.6
25 Nov 04,36000,5,190,63.4
25 Nov 04,39600,3,171,48.7
25 Nov 04,43200,2,127,46.5
25 Nov 04,46800,2,109,43
25 Nov 04,50400,2,126,38.2
25 Nov 04,54000,2,136,37.6
25 Nov 04,57600,3,156,36.7
25 Nov 04,61200,4,187,41.3
25 Nov 04,64800,4,173,48.9
25 Nov 04,68400,3,137,50.9
25 Nov 04,72000,3,122,57.3
25 Nov 04,75600,3,129,59.8
25 Nov 04,79200,2,110,61.8
25 Nov 04,82800,2,102,62.1
26 Nov 04,0,2,114,64.5
26 Nov 04,3600,2,117,65.7
26 Nov 04,7200,2,98,71.8
26 Nov 04,10800,2,-200,72.9
26 Nov 04,18000,1,77,77.3
26 Nov 04,21600,1,75,77.2
26 Nov 04,25200,2,95,76.9
26 Nov 04,28800,4,137,75
26 Nov 04,32400,6,149,72.7
26 Nov 04,36000,6,197,64.8
26 Nov 04,39600,4,183,59.9
26 Nov 04,43200,4,179,57
26 Nov 04,46800,5,196,56.2
26 Nov 04,50400,6,208,56.2
26 Nov 04,54000,5,203,57.9
26 Nov 04,57600,6,213,58.9
26 Nov 04,61200,8,233,61.2
26 Nov 04,64800,10,255,62.8
26 Nov 04,68400,6,170,64.9
26 Nov 04,72000,8,167,67
26 Nov 04,75600,8,205,67.7
26 Nov 04,79200,5,170,67.8
26 Nov 04,82800,4,154,69
27 Nov 04,0,4,143,73.7
27 Nov 04,3600,4,140,77.5
27 Nov 04,7200,4,122,78.4
27 Nov 04,10800,3,-200,79.7
27 Nov 04,14400,2,103,80.7
27 Nov 04,18000,2,97,75.8
27 Nov 04,21600,2,99,81.9
27 Nov 04,25200,2,110,80.8
27 Nov 04,28800,2,110,76.3
27 Nov 04,32400,4,121,78.8
27 Nov 04,36000,4,122,77.8
27 Nov 04,39600,4,136,73.2
27 Nov 04,43200,4,170,70.5
27 Nov 04,46800,4,156,73.3
27 Nov 04,50400,5,158,71.4
27 Nov 04,54000,5,174,68.7
27 Nov 04,57600,5,187,68.2
27 Nov 04,61200,4,147,70.2
27 Nov 04,64800,6,136,75.8
27 Nov 04,68400,5,134,74.6
27 Nov 04,72000,5,126,75.8
27 Nov 04,75600,5,130,72.5
27 Nov 04,79200,2,98,73.8
27 Nov 04,82800,3,89,78.3
28 Nov 04,0,2,88,79.4
